user_id,recency_days,frequency,monetary,surge_exposure,R_score,F_score,M_score,S_score,RFMS,RFMS_score,riders_segment,weighted_score
R09278,24,24,363.02,0.5416666666666666,2,4,4,4,2444,14,Champions,3.2
R09279,9,19,288.6,0.42105263157894735,3,2,2,4,3224,11,Active Riders,2.6
R09280,30,13,224.67,0.46153846153846156,1,1,1,4,1114,7,At Risk Riders,1.3
R09281,5,19,267.23,0.15789473684210525,4,2,2,1,4221,9,At Risk Riders,2.7
R09282,6,24,355.62,0.2916666666666667,3,4,3,2,3432,12,Active Riders,3.2
R09283,53,15,237.19,0.4,1,1,1,3,1113,6,At Risk Riders,1.2
R09284,2,28,449.94,0.35714285714285715,4,4,4,3,4443,15,Champions,3.9
R09285,1,23,396.46999999999997,0.5217391304347826,4,4,4,4,4444,16,Champions,4.0
R09286,3,19,326.51,0.47368421052631576,4,2,3,4,4234,13,Active Riders,3.2
R09287,14,22,343.03,0.2727272727272727,2,3,3,2,2332,10,Active Riders,2.5
R09288,52,20,310.87,0.15,1,3,3,1,1331,8,At Risk Riders,2.0
R09289,19,18,272.41,0.3333333333333333,2,2,2,3,2223,9,At Risk Riders,2.1
R09290,91,21,372.03,0.47619047619047616,1,3,4,4,1344,12,Active Riders,2.5
R09291,4,14,228.03,0.5,4,1,1,4,4114,10,Active Riders,2.5
R09292,31,17,257.21,0.17647058823529413,1,2,2,1,1221,6,At Risk Riders,1.5
R09293,11,37,558.51,0.4594594594594595,3,4,4,4,3444,15,Champions,3.6
R09294,41,21,315.36,0.38095238095238093,1,3,3,3,1333,10,Active Riders,2.2
R09295,10,24,387.01,0.3333333333333333,3,4,4,3,3443,14,Champions,3.5
R09296,50,16,303.23,0.625,1,1,2,4,1124,8,At Risk Riders,1.5
R09297,5,18,241.36,0.3333333333333333,4,2,1,3,4213,10,Active Riders,2.7
R09298,40,25,430.46,0.44,1,4,4,4,1444,13,Active Riders,2.8
R09299,8,26,416.12,0.3076923076923077,3,4,4,2,3442,13,Active Riders,3.4
R09300,19,19,289.59,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R09301,3,28,404.52,0.32142857142857145,4,4,4,2,4442,14,Champions,3.8
R09302,16,17,233.68,0.29411764705882354,2,2,1,2,2212,7,At Risk Riders,1.8
R09303,16,27,457.4,0.4074074074074074,2,4,4,3,2443,13,Active Riders,3.1
R09304,3,15,246.5,0.5333333333333333,4,1,1,4,4114,10,Active Riders,2.5
R09305,8,24,404.11,0.5,3,4,4,4,3444,15,Champions,3.6
R09306,27,16,292.0,0.3125,1,1,2,2,1122,6,At Risk Riders,1.3
R09307,39,22,315.37,0.2727272727272727,1,3,3,2,1332,9,At Risk Riders,2.1
R09308,5,24,395.82,0.375,4,4,4,3,4443,15,Champions,3.9
R09309,14,21,401.45,0.5714285714285714,2,3,4,4,2344,13,Active Riders,2.9
R09310,84,9,127.75999999999999,0.4444444444444444,1,1,1,4,1114,7,At Risk Riders,1.3
R09311,9,17,255.95000000000002,0.35294117647058826,3,2,2,3,3223,10,Active Riders,2.5
R09312,15,16,264.47,0.375,2,1,2,3,2123,8,At Risk Riders,1.8
R09313,10,19,327.35,0.42105263157894735,3,2,3,4,3234,12,Active Riders,2.8
R09314,5,26,422.16,0.4230769230769231,4,4,4,4,4444,16,Champions,4.0
R09315,8,17,244.96,0.17647058823529413,3,2,1,1,3211,7,At Risk Riders,2.1
R09316,13,23,350.52,0.391304347826087,3,4,3,3,3433,13,Active Riders,3.3
R09317,4,25,344.53999999999996,0.2,4,4,3,1,4431,12,Active Riders,3.5
R09318,2,16,256.69,0.25,4,1,2,1,4121,8,At Risk Riders,2.4
R09319,2,16,254.62,0.5625,4,1,1,4,4114,10,Active Riders,2.5
R09320,6,19,308.55,0.42105263157894735,3,2,3,4,3234,12,Active Riders,2.8
R09321,23,24,425.27,0.4583333333333333,2,4,4,4,2444,14,Champions,3.2
R09322,2,14,210.06,0.5714285714285714,4,1,1,4,4114,10,Active Riders,2.5
R09323,2,26,383.28999999999996,0.38461538461538464,4,4,4,3,4443,15,Champions,3.9
R09324,3,19,262.4,0.10526315789473684,4,2,2,1,4221,9,At Risk Riders,2.7
R09325,117,15,259.54,0.3333333333333333,1,1,2,3,1123,7,At Risk Riders,1.4
R09326,55,23,388.89,0.34782608695652173,1,4,4,3,1443,12,Active Riders,2.7
R09327,15,29,484.71999999999997,0.3103448275862069,2,4,4,2,2442,12,Active Riders,3.0
R09328,44,17,264.21,0.4117647058823529,1,2,2,4,1224,9,At Risk Riders,1.8
R09329,57,17,276.02,0.47058823529411764,1,2,2,4,1224,9,At Risk Riders,1.8
R09330,17,22,348.31,0.36363636363636365,2,3,3,3,2333,11,Active Riders,2.6
R09331,51,18,239.14000000000001,0.16666666666666666,1,2,1,1,1211,5,Dormant Riders,1.3
R09332,36,22,314.57,0.22727272727272727,1,3,3,1,1331,8,At Risk Riders,2.0
R09333,2,17,288.96,0.4117647058823529,4,2,2,4,4224,12,Active Riders,3.0
R09334,16,15,233.92,0.3333333333333333,2,1,1,3,2113,7,At Risk Riders,1.6
R09335,38,24,356.06,0.5,1,4,3,4,1434,12,Active Riders,2.6
R09336,10,15,273.82,0.6,3,1,2,4,3124,10,Active Riders,2.3
R09337,14,28,454.52000000000004,0.5,2,4,4,4,2444,14,Champions,3.2
R09338,24,23,370.89,0.2608695652173913,2,4,4,1,2441,11,Active Riders,2.9
R09339,13,17,222.76,0.35294117647058826,3,2,1,3,3213,9,At Risk Riders,2.3
R09340,27,35,523.57,0.4,1,4,4,3,1443,12,Active Riders,2.7
R09341,11,19,280.62,0.2631578947368421,3,2,2,2,3222,9,At Risk Riders,2.4
R09342,3,21,351.3,0.42857142857142855,4,3,3,4,4334,14,Champions,3.5
R09343,5,20,322.42,0.2,4,3,3,1,4331,11,Active Riders,3.2
R09344,6,17,253.0,0.29411764705882354,3,2,1,2,3212,8,At Risk Riders,2.2
R09345,7,17,227.76,0.35294117647058826,3,2,1,3,3213,9,At Risk Riders,2.3
R09346,17,21,331.62,0.19047619047619047,2,3,3,1,2331,9,At Risk Riders,2.4
R09347,34,18,281.8,0.16666666666666666,1,2,2,1,1221,6,At Risk Riders,1.5
R09348,5,24,405.24,0.375,4,4,4,3,4443,15,Champions,3.9
R09349,10,17,269.27,0.29411764705882354,3,2,2,2,3222,9,At Risk Riders,2.4
R09350,7,17,234.25,0.29411764705882354,3,2,1,2,3212,8,At Risk Riders,2.2
R09351,12,28,364.44,0.10714285714285714,3,4,4,1,3441,12,Active Riders,3.3
R09352,41,22,334.87,0.4090909090909091,1,3,3,4,1334,11,Active Riders,2.3
R09353,21,17,249.66,0.29411764705882354,2,2,1,2,2212,7,At Risk Riders,1.8
R09354,10,27,428.36,0.4444444444444444,3,4,4,4,3444,15,Champions,3.6
R09355,93,25,420.09000000000003,0.44,1,4,4,4,1444,13,Active Riders,2.8
R09356,9,26,430.05,0.34615384615384615,3,4,4,3,3443,14,Champions,3.5
R09357,13,21,331.35,0.42857142857142855,3,3,3,4,3334,13,Active Riders,3.1
R09358,1,16,230.83,0.375,4,1,1,3,4113,9,At Risk Riders,2.4
R09359,33,17,248.26,0.17647058823529413,1,2,1,1,1211,5,Dormant Riders,1.3
R09360,2,21,343.47,0.2857142857142857,4,3,3,2,4332,12,Active Riders,3.3
R09361,36,24,362.35,0.25,1,4,4,1,1441,10,Active Riders,2.5
R09362,9,31,522.57,0.45161290322580644,3,4,4,4,3444,15,Champions,3.6
R09363,14,20,319.65,0.3,2,3,3,2,2332,10,Active Riders,2.5
R09364,21,13,234.38,0.3076923076923077,2,1,1,2,2112,6,At Risk Riders,1.5
R09365,24,23,324.63,0.30434782608695654,2,4,3,2,2432,11,Active Riders,2.8
R09366,12,21,295.27,0.19047619047619047,3,3,2,1,3321,9,At Risk Riders,2.6
R09367,13,18,264.08,0.3333333333333333,3,2,2,3,3223,10,Active Riders,2.5
R09368,46,18,311.75,0.5,1,2,3,4,1234,10,Active Riders,2.0
R09369,38,16,294.08,0.625,1,1,2,4,1124,8,At Risk Riders,1.5
R09370,36,26,363.35,0.4230769230769231,1,4,4,4,1444,13,Active Riders,2.8
R09371,19,23,434.81,0.5217391304347826,2,4,4,4,2444,14,Champions,3.2
R09372,17,23,343.18,0.43478260869565216,2,4,3,4,2434,13,Active Riders,3.0
R09373,4,18,261.27,0.3333333333333333,4,2,2,3,4223,11,Active Riders,2.9
R09374,6,12,155.34,0.25,3,1,1,1,3111,6,At Risk Riders,1.8
R09375,3,19,282.84000000000003,0.2631578947368421,4,2,2,2,4222,10,Active Riders,2.8
R09376,25,21,365.96,0.23809523809523808,2,3,4,1,2341,10,Active Riders,2.6
R09377,6,22,336.39,0.36363636363636365,3,3,3,3,3333,12,Active Riders,3.0
R09378,7,28,440.84,0.2857142857142857,3,4,4,2,3442,13,Active Riders,3.4
R09379,13,22,322.39,0.4090909090909091,3,3,3,4,3334,13,Active Riders,3.1
R09380,2,18,236.6,0.3333333333333333,4,2,1,3,4213,10,Active Riders,2.7
R09381,26,18,249.23,0.1111111111111111,1,2,1,1,1211,5,Dormant Riders,1.3
R09382,14,19,293.1,0.15789473684210525,2,2,2,1,2221,7,At Risk Riders,1.9
R09383,18,18,245.86,0.2777777777777778,2,2,1,2,2212,7,At Risk Riders,1.8
R09384,16,31,474.39,0.3548387096774194,2,4,4,3,2443,13,Active Riders,3.1
R09385,14,14,191.75,0.2857142857142857,2,1,1,2,2112,6,At Risk Riders,1.5
R09386,21,10,156.53,0.4,2,1,1,3,2113,7,At Risk Riders,1.6
R09387,19,22,397.51,0.45454545454545453,2,3,4,4,2344,13,Active Riders,2.9
R09388,19,19,248.64000000000001,0.21052631578947367,2,2,1,1,2211,6,At Risk Riders,1.7
R09389,8,21,329.72,0.2857142857142857,3,3,3,2,3332,11,Active Riders,2.9
R09390,18,10,174.98,0.5,2,1,1,4,2114,8,At Risk Riders,1.7
R09391,3,17,256.44,0.35294117647058826,4,2,2,3,4223,11,Active Riders,2.9
R09392,10,17,253.27,0.35294117647058826,3,2,1,3,3213,9,At Risk Riders,2.3
R09393,13,21,331.82,0.3333333333333333,3,3,3,3,3333,12,Active Riders,3.0
R09394,16,26,394.96,0.3076923076923077,2,4,4,2,2442,12,Active Riders,3.0
R09395,83,19,341.26,0.3684210526315789,1,2,3,3,1233,9,At Risk Riders,1.9
R09396,10,31,449.75,0.22580645161290322,3,4,4,1,3441,12,Active Riders,3.3
R09397,10,22,359.86,0.22727272727272727,3,3,4,1,3341,11,Active Riders,3.0
R09398,52,28,468.61,0.32142857142857145,1,4,4,2,1442,11,Active Riders,2.6
R09399,2,19,278.26,0.3157894736842105,4,2,2,2,4222,10,Active Riders,2.8
R09400,4,23,296.51,0.30434782608695654,4,4,2,2,4422,12,Active Riders,3.4
R09401,4,22,291.04,0.36363636363636365,4,3,2,3,4323,12,Active Riders,3.2
R09402,37,20,281.56,0.3,1,3,2,2,1322,8,At Risk Riders,1.9
R09403,13,18,249.67,0.2222222222222222,3,2,1,1,3211,7,At Risk Riders,2.1
R09404,30,18,306.36,0.3333333333333333,1,2,3,3,1233,9,At Risk Riders,1.9
R09405,18,28,417.99,0.17857142857142858,2,4,4,1,2441,11,Active Riders,2.9
R09406,2,18,269.99,0.3333333333333333,4,2,2,3,4223,11,Active Riders,2.9
R09407,14,16,240.44,0.375,2,1,1,3,2113,7,At Risk Riders,1.6
R09408,78,20,307.89,0.25,1,3,3,1,1331,8,At Risk Riders,2.0
R09409,17,23,319.41,0.2608695652173913,2,4,3,1,2431,10,Active Riders,2.7
R09410,7,23,374.82,0.391304347826087,3,4,4,3,3443,14,Champions,3.5
R09411,8,20,302.05,0.45,3,3,2,4,3324,12,Active Riders,2.9
R09412,5,17,267.81,0.47058823529411764,4,2,2,4,4224,12,Active Riders,3.0
R09413,44,20,291.86,0.1,1,3,2,1,1321,7,At Risk Riders,1.8
R09414,4,15,254.60999999999999,0.4666666666666667,4,1,1,4,4114,10,Active Riders,2.5
R09415,60,18,306.33,0.5555555555555556,1,2,3,4,1234,10,Active Riders,2.0
R09416,2,15,268.46,0.5333333333333333,4,1,2,4,4124,11,Active Riders,2.7
R09417,7,13,179.72,0.3076923076923077,3,1,1,2,3112,7,At Risk Riders,1.9
R09418,6,24,412.31,0.4583333333333333,3,4,4,4,3444,15,Champions,3.6
R09419,25,14,226.93,0.14285714285714285,2,1,1,1,2111,5,Dormant Riders,1.4
R09420,7,23,376.41,0.43478260869565216,3,4,4,4,3444,15,Champions,3.6
R09421,1,23,377.51,0.391304347826087,4,4,4,3,4443,15,Champions,3.9
R09422,15,18,247.6,0.3333333333333333,2,2,1,3,2213,8,At Risk Riders,1.9
R09423,8,22,343.71,0.3181818181818182,3,3,3,2,3332,11,Active Riders,2.9
R09424,2,20,347.25,0.35,4,3,3,3,4333,13,Active Riders,3.4
R09425,2,11,176.97,0.2727272727272727,4,1,1,2,4112,8,At Risk Riders,2.3
R09426,3,18,300.17,0.5,4,2,2,4,4224,12,Active Riders,3.0
R09427,25,24,366.6,0.2916666666666667,2,4,4,2,2442,12,Active Riders,3.0
R09428,3,16,277.68,0.375,4,1,2,3,4123,10,Active Riders,2.6
R09429,63,17,250.06,0.47058823529411764,1,2,1,4,1214,8,At Risk Riders,1.6
R09430,4,19,256.07,0.15789473684210525,4,2,2,1,4221,9,At Risk Riders,2.7
R09431,17,17,253.45,0.29411764705882354,2,2,1,2,2212,7,At Risk Riders,1.8
R09432,24,15,226.25,0.26666666666666666,2,1,1,2,2112,6,At Risk Riders,1.5
R09433,17,17,272.84,0.29411764705882354,2,2,2,2,2222,8,At Risk Riders,2.0
R09434,18,23,310.89,0.5217391304347826,2,4,3,4,2434,13,Active Riders,3.0
R09435,41,20,258.42,0.45,1,3,2,4,1324,10,Active Riders,2.1
R09436,10,15,252.76000000000002,0.4,3,1,1,3,3113,8,At Risk Riders,2.0
R09437,27,23,338.86,0.43478260869565216,1,4,3,4,1434,12,Active Riders,2.6
R09438,21,21,343.22,0.2857142857142857,2,3,3,2,2332,10,Active Riders,2.5
R09439,1,24,392.62,0.375,4,4,4,3,4443,15,Champions,3.9
R09440,13,23,359.14,0.43478260869565216,3,4,4,4,3444,15,Champions,3.6
R09441,7,21,282.29,0.19047619047619047,3,3,2,1,3321,9,At Risk Riders,2.6
R09442,6,22,398.11,0.45454545454545453,3,3,4,4,3344,14,Champions,3.3
R09443,10,23,390.0,0.30434782608695654,3,4,4,2,3442,13,Active Riders,3.4
R09444,2,26,351.81,0.19230769230769232,4,4,3,1,4431,12,Active Riders,3.5
R09445,37,13,192.44,0.38461538461538464,1,1,1,3,1113,6,At Risk Riders,1.2
R09446,8,21,309.12,0.38095238095238093,3,3,3,3,3333,12,Active Riders,3.0
R09447,2,25,384.95,0.28,4,4,4,2,4442,14,Champions,3.8
R09448,6,19,300.36,0.21052631578947367,3,2,2,1,3221,8,At Risk Riders,2.3
R09449,13,19,288.76,0.3684210526315789,3,2,2,3,3223,10,Active Riders,2.5
R09450,48,14,204.7,0.42857142857142855,1,1,1,4,1114,7,At Risk Riders,1.3
R09451,17,10,131.55,0.1,2,1,1,1,2111,5,Dormant Riders,1.4
R09452,15,25,371.67,0.52,2,4,4,4,2444,14,Champions,3.2
R09453,14,22,353.08,0.36363636363636365,2,3,3,3,2333,11,Active Riders,2.6
R09454,13,15,230.62,0.3333333333333333,3,1,1,3,3113,8,At Risk Riders,2.0
R09455,6,27,409.38,0.18518518518518517,3,4,4,1,3441,12,Active Riders,3.3
R09456,10,13,217.55,0.38461538461538464,3,1,1,3,3113,8,At Risk Riders,2.0
R09457,38,17,247.56,0.23529411764705882,1,2,1,1,1211,5,Dormant Riders,1.3
R09458,13,16,222.1,0.4375,3,1,1,4,3114,9,At Risk Riders,2.1
R09459,45,25,379.55,0.16,1,4,4,1,1441,10,Active Riders,2.5
R09460,6,15,225.4,0.4,3,1,1,3,3113,8,At Risk Riders,2.0
R09461,44,19,323.78999999999996,0.3157894736842105,1,2,3,2,1232,8,At Risk Riders,1.8
R09462,12,22,330.79,0.2727272727272727,3,3,3,2,3332,11,Active Riders,2.9
R09463,18,18,259.46,0.2777777777777778,2,2,2,2,2222,8,At Risk Riders,2.0
R09464,10,26,373.92,0.34615384615384615,3,4,4,3,3443,14,Champions,3.5
R09465,87,17,249.6,0.23529411764705882,1,2,1,1,1211,5,Dormant Riders,1.3
R09466,6,21,351.92,0.38095238095238093,3,3,3,3,3333,12,Active Riders,3.0
R09467,21,19,283.7,0.2631578947368421,2,2,2,2,2222,8,At Risk Riders,2.0
R09468,18,19,260.94,0.42105263157894735,2,2,2,4,2224,10,Active Riders,2.2
R09469,15,21,282.8,0.38095238095238093,2,3,2,3,2323,10,Active Riders,2.4
R09470,34,20,320.5,0.45,1,3,3,4,1334,11,Active Riders,2.3
R09471,22,17,257.4,0.23529411764705882,2,2,2,1,2221,7,At Risk Riders,1.9
R09472,4,24,362.02,0.3333333333333333,4,4,4,3,4443,15,Champions,3.9
R09473,2,14,230.65,0.42857142857142855,4,1,1,4,4114,10,Active Riders,2.5
R09474,22,18,263.8,0.3333333333333333,2,2,2,3,2223,9,At Risk Riders,2.1
R09475,28,15,272.68,0.4,1,1,2,3,1123,7,At Risk Riders,1.4
R09476,47,17,237.94,0.4117647058823529,1,2,1,4,1214,8,At Risk Riders,1.6
R09477,10,21,278.76,0.14285714285714285,3,3,2,1,3321,9,At Risk Riders,2.6
R09478,22,23,380.21999999999997,0.2608695652173913,2,4,4,1,2441,11,Active Riders,2.9
R09479,17,20,291.23,0.2,2,3,2,1,2321,8,At Risk Riders,2.2
R09480,44,18,261.79,0.2777777777777778,1,2,2,2,1222,7,At Risk Riders,1.6
R09481,2,20,266.87,0.25,4,3,2,1,4321,10,Active Riders,3.0
R09482,7,18,300.52,0.2777777777777778,3,2,2,2,3222,9,At Risk Riders,2.4
R09483,5,20,305.75,0.3,4,3,3,2,4332,12,Active Riders,3.3
R09484,22,14,218.41,0.42857142857142855,2,1,1,4,2114,8,At Risk Riders,1.7
R09485,1,25,356.73,0.32,4,4,3,2,4432,13,Active Riders,3.6
R09486,5,24,392.69,0.3333333333333333,4,4,4,3,4443,15,Champions,3.9
R09487,10,22,389.05,0.5454545454545454,3,3,4,4,3344,14,Champions,3.3
R09488,14,16,190.01999999999998,0.3125,2,1,1,2,2112,6,At Risk Riders,1.5
R09489,86,12,175.96,0.3333333333333333,1,1,1,3,1113,6,At Risk Riders,1.2
R09490,18,21,342.89,0.47619047619047616,2,3,3,4,2334,12,Active Riders,2.7
R09491,5,15,193.4,0.2,4,1,1,1,4111,7,At Risk Riders,2.2
R09492,22,20,330.02,0.35,2,3,3,3,2333,11,Active Riders,2.6
R09493,3,23,344.85,0.5217391304347826,4,4,3,4,4434,15,Champions,3.8
R09494,33,20,302.35,0.2,1,3,2,1,1321,7,At Risk Riders,1.8
R09495,5,21,306.65,0.23809523809523808,4,3,3,1,4331,11,Active Riders,3.2
R09496,2,25,392.95,0.48,4,4,4,4,4444,16,Champions,4.0
R09497,60,15,197.88,0.26666666666666666,1,1,1,2,1112,5,Dormant Riders,1.1
R09498,2,21,338.33,0.3333333333333333,4,3,3,3,4333,13,Active Riders,3.4
R09499,12,29,436.49,0.41379310344827586,3,4,4,4,3444,15,Champions,3.6
R09500,3,35,502.62,0.2571428571428571,4,4,4,1,4441,13,Active Riders,3.7
R09501,79,12,162.81,0.25,1,1,1,1,1111,4,Dormant Riders,1.0
R09502,5,20,296.15000000000003,0.25,4,3,2,1,4321,10,Active Riders,3.0
R09503,5,16,212.02,0.375,4,1,1,3,4113,9,At Risk Riders,2.4
R09504,18,13,191.69,0.23076923076923078,2,1,1,1,2111,5,Dormant Riders,1.4
R09505,6,19,274.95,0.15789473684210525,3,2,2,1,3221,8,At Risk Riders,2.3
R09506,2,17,283.04,0.4117647058823529,4,2,2,4,4224,12,Active Riders,3.0
R09507,32,17,265.5,0.4117647058823529,1,2,2,4,1224,9,At Risk Riders,1.8
R09508,113,12,180.86,0.5833333333333334,1,1,1,4,1114,7,At Risk Riders,1.3
R09509,13,23,350.82,0.4782608695652174,3,4,3,4,3434,14,Champions,3.4
R09510,37,22,336.1,0.3181818181818182,1,3,3,2,1332,9,At Risk Riders,2.1
R09511,7,24,332.91,0.2916666666666667,3,4,3,2,3432,12,Active Riders,3.2
R09512,47,19,290.05,0.3157894736842105,1,2,2,2,1222,7,At Risk Riders,1.6
R09513,67,14,210.44,0.2857142857142857,1,1,1,2,1112,5,Dormant Riders,1.1
R09514,12,26,426.49,0.3076923076923077,3,4,4,2,3442,13,Active Riders,3.4
R09515,14,17,288.89,0.35294117647058826,2,2,2,3,2223,9,At Risk Riders,2.1
R09516,21,23,327.5,0.2608695652173913,2,4,3,1,2431,10,Active Riders,2.7
R09517,22,22,322.27,0.45454545454545453,2,3,3,4,2334,12,Active Riders,2.7
R09518,11,32,503.2,0.34375,3,4,4,3,3443,14,Champions,3.5
R09519,25,27,361.34000000000003,0.3333333333333333,2,4,4,3,2443,13,Active Riders,3.1
R09520,31,21,300.45,0.19047619047619047,1,3,2,1,1321,7,At Risk Riders,1.8
R09521,3,18,269.34000000000003,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R09522,6,16,209.17000000000002,0.1875,3,1,1,1,3111,6,At Risk Riders,1.8
R09523,7,23,355.08,0.17391304347826086,3,4,3,1,3431,11,Active Riders,3.1
R09524,39,20,333.03999999999996,0.3,1,3,3,2,1332,9,At Risk Riders,2.1
R09525,3,21,344.35,0.42857142857142855,4,3,3,4,4334,14,Champions,3.5
R09526,2,15,205.12,0.2,4,1,1,1,4111,7,At Risk Riders,2.2
R09527,33,21,310.26,0.19047619047619047,1,3,3,1,1331,8,At Risk Riders,2.0
R09528,21,19,333.96,0.21052631578947367,2,2,3,1,2231,8,At Risk Riders,2.1
R09529,13,15,233.97,0.2,3,1,1,1,3111,6,At Risk Riders,1.8
R09530,4,30,480.84,0.3333333333333333,4,4,4,3,4443,15,Champions,3.9
R09531,10,21,300.43,0.19047619047619047,3,3,2,1,3321,9,At Risk Riders,2.6
R09532,5,27,403.71999999999997,0.3333333333333333,4,4,4,3,4443,15,Champions,3.9
R09533,5,20,317.44,0.45,4,3,3,4,4334,14,Champions,3.5
R09534,4,31,456.48,0.3225806451612903,4,4,4,2,4442,14,Champions,3.8
R09535,7,14,221.44,0.14285714285714285,3,1,1,1,3111,6,At Risk Riders,1.8
R09536,8,15,221.17,0.26666666666666666,3,1,1,2,3112,7,At Risk Riders,1.9
R09537,3,31,462.53000000000003,0.41935483870967744,4,4,4,4,4444,16,Champions,4.0
R09538,11,24,420.01,0.20833333333333334,3,4,4,1,3441,12,Active Riders,3.3
R09539,11,15,218.54,0.3333333333333333,3,1,1,3,3113,8,At Risk Riders,2.0
R09540,52,11,151.94,0.5454545454545454,1,1,1,4,1114,7,At Risk Riders,1.3
R09541,10,22,370.11,0.5,3,3,4,4,3344,14,Champions,3.3
R09542,23,18,250.81,0.2222222222222222,2,2,1,1,2211,6,At Risk Riders,1.7
R09543,30,21,289.81,0.38095238095238093,1,3,2,3,1323,9,At Risk Riders,2.0
R09544,22,24,341.21,0.16666666666666666,2,4,3,1,2431,10,Active Riders,2.7
R09545,2,19,302.74,0.2631578947368421,4,2,2,2,4222,10,Active Riders,2.8
R09546,25,19,284.53,0.47368421052631576,2,2,2,4,2224,10,Active Riders,2.2
R09547,16,19,296.59000000000003,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R09548,15,26,376.39,0.19230769230769232,2,4,4,1,2441,11,Active Riders,2.9
R09549,19,20,304.54,0.3,2,3,2,2,2322,9,At Risk Riders,2.3
R09550,7,24,333.05,0.25,3,4,3,1,3431,11,Active Riders,3.1
R09551,10,14,204.04,0.21428571428571427,3,1,1,1,3111,6,At Risk Riders,1.8
R09552,17,21,351.90999999999997,0.47619047619047616,2,3,3,4,2334,12,Active Riders,2.7
R09553,38,17,280.64,0.5294117647058824,1,2,2,4,1224,9,At Risk Riders,1.8
R09554,5,28,455.09,0.2857142857142857,4,4,4,2,4442,14,Champions,3.8
R09555,8,17,246.72,0.17647058823529413,3,2,1,1,3211,7,At Risk Riders,2.1
R09556,8,22,344.15,0.45454545454545453,3,3,3,4,3334,13,Active Riders,3.1
R09557,7,19,298.85,0.3157894736842105,3,2,2,2,3222,9,At Risk Riders,2.4
R09558,88,16,232.44,0.1875,1,1,1,1,1111,4,Dormant Riders,1.0
R09559,17,18,264.59,0.3333333333333333,2,2,2,3,2223,9,At Risk Riders,2.1
R09560,24,26,427.46,0.38461538461538464,2,4,4,3,2443,13,Active Riders,3.1
R09561,2,26,401.25,0.3076923076923077,4,4,4,2,4442,14,Champions,3.8
R09562,7,24,337.04,0.16666666666666666,3,4,3,1,3431,11,Active Riders,3.1
R09563,8,20,286.83,0.3,3,3,2,2,3322,10,Active Riders,2.7
R09564,17,20,328.34,0.4,2,3,3,3,2333,11,Active Riders,2.6
R09565,20,18,287.52,0.3333333333333333,2,2,2,3,2223,9,At Risk Riders,2.1
R09566,31,21,291.24,0.19047619047619047,1,3,2,1,1321,7,At Risk Riders,1.8
R09567,25,19,320.92,0.42105263157894735,2,2,3,4,2234,11,Active Riders,2.4
R09568,48,17,235.46,0.23529411764705882,1,2,1,1,1211,5,Dormant Riders,1.3
R09569,47,16,230.49,0.3125,1,1,1,2,1112,5,Dormant Riders,1.1
R09570,12,17,287.83,0.23529411764705882,3,2,2,1,3221,8,At Risk Riders,2.3
R09571,17,24,364.64,0.375,2,4,4,3,2443,13,Active Riders,3.1
R09572,6,22,316.45,0.18181818181818182,3,3,3,1,3331,10,Active Riders,2.8
R09573,2,18,256.47,0.3888888888888889,4,2,2,3,4223,11,Active Riders,2.9
R09574,1,27,400.68,0.2962962962962963,4,4,4,2,4442,14,Champions,3.8
R09575,17,13,161.53,0.15384615384615385,2,1,1,1,2111,5,Dormant Riders,1.4
R09576,30,24,349.45,0.3333333333333333,1,4,3,3,1433,11,Active Riders,2.5
R09577,69,15,210.24,0.4666666666666667,1,1,1,4,1114,7,At Risk Riders,1.3
R09578,59,20,315.38,0.4,1,3,3,3,1333,10,Active Riders,2.2
R09579,32,17,282.16,0.29411764705882354,1,2,2,2,1222,7,At Risk Riders,1.6
R09580,5,20,259.18,0.2,4,3,2,1,4321,10,Active Riders,3.0
R09581,5,16,208.03,0.3125,4,1,1,2,4112,8,At Risk Riders,2.3
R09582,4,20,264.69,0.25,4,3,2,1,4321,10,Active Riders,3.0
R09583,9,26,365.08,0.3076923076923077,3,4,4,2,3442,13,Active Riders,3.4
R09584,4,21,312.83,0.2857142857142857,4,3,3,2,4332,12,Active Riders,3.3
R09585,6,15,225.31,0.4666666666666667,3,1,1,4,3114,9,At Risk Riders,2.1
R09586,18,15,222.94,0.26666666666666666,2,1,1,2,2112,6,At Risk Riders,1.5
R09587,5,24,394.79,0.2916666666666667,4,4,4,2,4442,14,Champions,3.8
R09588,15,23,361.6,0.43478260869565216,2,4,4,4,2444,14,Champions,3.2
R09589,10,25,400.06,0.36,3,4,4,3,3443,14,Champions,3.5
R09590,1,19,275.52,0.3157894736842105,4,2,2,2,4222,10,Active Riders,2.8
R09591,6,22,325.49,0.22727272727272727,3,3,3,1,3331,10,Active Riders,2.8
R09592,38,13,178.33,0.23076923076923078,1,1,1,1,1111,4,Dormant Riders,1.0
R09593,9,22,332.37,0.2727272727272727,3,3,3,2,3332,11,Active Riders,2.9
R09594,8,16,260.51,0.375,3,1,2,3,3123,9,At Risk Riders,2.2
R09595,24,19,311.95,0.3684210526315789,2,2,3,3,2233,10,Active Riders,2.3
R09596,40,22,345.09,0.3181818181818182,1,3,3,2,1332,9,At Risk Riders,2.1
